Timestamp,Temperature,Pression,Humidite
2025-03-01 21:10:00,27.97,100.41,52.2
2025-03-01 21:15:00,22.14,96.66,37.1
2025-03-01 21:20:00,33.45,107.91,67.4
2025-03-01 21:25:00,26.36,100.13,49.4
2025-03-01 21:30:00,31.88,104.44,61.7
2025-03-01 21:35:00,23.77,98.22,42.9
2025-03-01 21:40:00,34.22,106.99,69.5
2025-03-01 21:45:00,28.33,101.66,55.9
2025-03-01 21:50:00,20.48,96.03,31.8
2025-03-01 21:55:00,30.91,103.51,60.8
2025-03-01 22:00:00,24.95,98.33,44.5
2025-03-01 22:05:00,33.08,108.22,66.9
2025-03-01 22:10:00,27.52,100.72,53.1
2025-03-01 22:15:00,22.88,97.33,38.6
2025-03-01 22:20:00,36.07,109.44,72.8
2025-03-01 22:25:00,26.84,99.55,50.7
2025-03-01 22:30:00,31.26,104.18,61.1
2025-03-01 22:35:00,23.19,97.05,41.7
2025-03-01 22:40:00,34.78,106.66,68.8
2025-03-01 22:45:00,28.61,101.93,56.8
2025-03-01 22:50:00,20.95,96.41,32.4
2025-03-01 22:55:00,30.14,103.99,59.7
2025-03-01 23:00:00,24.41,98.17,43.6
2025-03-01 23:05:00,33.76,107.55,67.9
2025-03-01 23:10:00,27.14,100.25,54.3
2025-03-01 23:15:00,21.57,97.22,35.9
2025-03-01 23:20:00,35.91,108.99,71.7
2025-03-01 23:25:00,26.49,99.71,49.8
2025-03-01 23:30:00,31.62,103.88,61.3
2025-03-01 23:35:00,23.56,97.66,42.5
2025-03-01 23:40:00,34.51,106.12,69.1
2025-03-01 23:45:00,28.17,101.11,55.2
2025-03-01 23:50:00,21.36,96.77,33.3
2025-03-01 23:55:00,30.47,104.22,60.5
